country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Turkmenistan,0.9367464831092419,1.21336507077619,-1.5758734071609526,0.13161338852805296,0.0724812334765304,-0.519198064979065,-0.2995191930985291,-0.0781577064000716,-0.06792169403277942
Uganda,1.1799133255227954,-1.003756157267751,0.8012526502027578,-0.6667911420546205,-1.449297591624742,0.2674035146940424,-1.5514216243200527,2.1215254781915984,-1.4114174653461802
Ukraine,-0.5407289634700219,0.48885656167762975,0.3302092379140963,0.3831519746089703,-0.12331293928740172,0.5330831797223538,-0.017559186066654665,-0.9991094011538129,-0.33682296337282436
United Arab Emirates,-0.7988910901916383,1.2407765908905335,-1.152299486033164,0.7825036925539289,1.5066188580610445,0.44768614453468225,0.6704232310911183,-0.7142106754386266,1.3131035455106514
United Kingdom,-1.2022376160628108,-0.2733756822419285,1.031297107366988,-0.5336576083941409,1.127484993189307,-0.5894134050222615,1.0990024417795672,-0.6810829166345354,1.3837726207686687
United States,-0.9331274237646802,-1.462911541450714,4.047435545742448,-1.7186003575323308,1.3812600285747996,-0.6226233631508004,0.9185480372791681,-0.6744573648737171,1.529936418154454
Uruguay,-0.6243080784435828,-0.37612689722463244,0.5602536950783262,-0.879253753504013,0.5152997928168959,-0.27249551888134727,0.659144830809844,-0.5750740884614427,0.591481406995589
Uzbekistan,0.45320591429500057,-0.10049005613387176,-0.36722713221872816,-0.6730754885995877,-0.6229003840166537,0.8272285231465556,-0.19801359056705528,-0.40280974268016756,-0.8492919057520062
Vanuatu,0.2584106372774742,0.4728985035950512,-0.5717110941424881,0.4393232931438456,-0.9189362254429486,-0.48978353063664476,-0.8521608068810037,0.36575426157475327,-0.33682296337282436
Venezuela,-0.2138644335301218,-0.2577656083842725,-0.6958620710247709,-1.5295875906730656,0.48614480169443747,3.616865005943824,0.5463608279970942,-0.31667756978952966,0.6758624213574879
Vietnam,0.05788254817599619,1.125958107858385,0.00887729774818769,1.2072063216217337,-0.5761456474500075,0.40973190667349485,0.28695762152776844,-0.6612062613520805,-0.8840886202675636
Yemen,0.8492583816712748,-0.18202253557157988,-0.5972715893829582,-0.3345002313679886,-0.5779653128715124,1.5009162451826308,-0.34463279422362963,1.1409438175904922,-0.8840886202675636
Zambia,1.2032418490178547,0.12890814154599314,-0.338015137658191,-0.5278270772879536,-0.8324048648198329,0.5900145365141347,-2.092784837821251,1.624609096130227,-0.8116216989300286
